region,region_population_thousands,latitude,longitude,property_type,property_age,area_sqm,bedrooms,bathrooms,floor,distance_to_center,has_elevator,has_garden,has_parking,price,address,neighborhood,construction_quality,energy_rating,last_renovation,transaction_date,price_per_sqm
Ben Arous,600,36.75618443455927,10.206030515160675,Apartment,30,166,4,2,7,4.3,True,False,False,401000,"77 Impasse Mokhtar Attia, Ben Arous, Tunisia",Résidence Médina,Good,E,,2023-10-01,2416
Tunis,634,36.83009226506628,10.18213076220516,Apartment,34,154,1,1,5,2.4,True,False,True,400000,"138 Place Paris, Apt. 15, Tunis, Tunisia",Cité Centre,Basic,F,2020.0,2022-02-01,2597
Manouba,400,36.79894384271157,10.095470342099462,Apartment,8,149,2,2,5,2.9,True,False,True,407000,"57 Boulevard Hédi Chaker, Apt. 2, Manouba, Tunisia",,Good,D,,2022-10-24,2732
Tataouine,100,32.95049288917588,10.441145156219253,Apartment,4,172,4,2,2,6.4,False,True,False,288000,"87 Impasse Charles de Gaulle, Apt. 30, Tataouine, Tunisia",,Basic,B,,2022-06-15,1674
Manouba,400,36.79403381982433,10.078453562346544,Apartment,7,156,3,2,1,1.8,False,True,False,439000,"160 Place 14 Janvier, Apt. 26, Manouba, Tunisia",,Standard,C,,2023-11-18,2814
Jendouba,100,36.49099296991951,8.795102404352003,House,20,222,3,2,0,10.4,False,True,True,393000,"145 Rue Kheireddine, Jendouba, Tunisia",,Basic,D,2020.0,2023-03-01,1770
Sousse,270,35.82308131825976,10.620974080184677,House,19,136,5,3,0,4.6,False,True,False,620000,"35 Impasse Bouhsina, Sousse, Tunisia",Sahloul,Good,G,2018.0,2023-08-11,4559
Manouba,400,36.79270924998048,10.088636473825519,Apartment,20,143,4,1,6,4.6,False,False,False,279000,"13 Boulevard Liberté, Apt. 14, Manouba, Tunisia",Cité Lac,Standard,E,2013.0,2023-12-13,1951
Tozeur,70,33.94169621864428,8.1256513356295,House,33,221,3,1,0,2.9,False,True,True,442000,"84 Boulevard Abou El Kacem Chebbi, Tozeur, Tunisia",,Basic,G,,2023-07-15,2000
Gafsa,120,34.449806203797735,8.783261522788269,Apartment,15,117,4,2,7,8.3,True,False,False,162000,"98 Boulevard El Ghazela, Apt. 27, Gafsa, Tunisia",,Good,D,,2022-02-16,1385
Ben Arous,600,36.737258195914514,10.247857004589676,Apartment,15,166,3,2,9,0.6,True,False,False,551000,"21 Impasse Hannibal, Apt. 35, Ben Arous, Tunisia",,Basic,D,,2023-07-10,3319
Béja,100,36.723617768656744,9.192183567175226,Duplex,29,144,2,2,7,2.3,True,False,False,280000,"90 Avenue Mohamed V, Apt. 3, Béja, Tunisia",Cité Lac,Standard,D,,2023-05-05,1944
Ben Arous,600,36.77748557916046,10.205808767516,Apartment,17,155,4,2,5,0.8,True,True,False,510000,"8 Avenue El Ghazela, Apt. 2, Ben Arous, Tunisia",Quartier Parc,Premium,E,2022.0,2023-07-11,3290
Ben Arous,600,36.73313472798938,10.23932283707314,Apartment,27,174,2,2,4,5.6,True,False,True,382000,"40 Avenue Omar Ibn Al Khattab, Apt. 8, Ben Arous, Tunisia",,Good,F,2018.0,2022-06-27,2195
Tunis,634,36.795591250164776,10.165715069847504,Apartment,17,139,2,2,3,5.4,True,True,False,444000,"120 Boulevard Bab Saadoun, Apt. 11, Tunis, Tunisia",Cité Lac,Good,C,2009.0,2022-11-20,3194
Kasserine,120,35.14916809399098,8.806492335599309,Duplex,10,127,2,2,6,8.3,True,True,True,246000,"156 Rue Omar Ibn Al Khattab, Apt. 11, Kasserine, Tunisia",Résidence Lac,Standard,B,,2022-08-31,1937
Béja,100,36.73932428015599,9.163421671368477,Apartment,13,116,2,2,0,4.0,False,False,True,163000,"28 Place Bardo, Apt. 20, Béja, Tunisia",Cité Parc,Good,B,,2022-09-25,1405
Tunis,634,36.804886030798556,10.186794840758974,Studio,10,54,0,1,4,3.3,True,False,False,94000,"102 Avenue El Menzah, Apt. 16, Tunis, Tunisia",Médina,Standard,C,,2023-01-22,1741
Ben Arous,600,36.749717590028446,10.204655332616813,Apartment,15,169,2,2,8,3.2,True,False,False,439000,"179 Boulevard Ibn Khaldoun, Ben Arous, Tunisia",,Standard,E,,2023-05-23,2598
Medenine,200,33.354075075129394,10.477025661227083,House,50,199,3,3,0,7.1,False,True,False,444000,"31 Place Omar Ibn Al Khattab, Medenine, Tunisia",El Parc,Luxury,F,2023.0,2023-11-04,2231
Ben Arous,600,36.766394494718874,10.247965224689407,House,28,238,2,1,0,5.0,False,True,False,694000,"89 Place Mohamed V, Ben Arous, Tunisia",Quartier Palmeraie,Basic,D,,2022-01-01,2916
Ariana,350,36.859141996052855,10.19737712365489,Apartment,20,79,3,1,9,1.3,True,False,False,210000,"18 Place Borj Louzir, Apt. 1, Ariana, Tunisia",,Good,F,2023.0,2023-08-24,2658
Bizerte,150,37.27324916963088,9.868360430931173,House,24,153,3,2,0,10.2,False,True,True,370000,"126 Rue Paris, Bizerte, Tunisia",Quartier Jardins,Standard,D,2018.0,2023-08-23,2418
Kebili,80,33.72347122676852,8.9882966755335,Apartment,0,126,2,1,3,13.2,False,False,False,124000,"93 Impasse Paris, Apt. 28, Kebili, Tunisia",Résidence Parc,Good,B,,2023-03-31,984
Ben Arous,600,36.74509081823208,10.234053487700736,Apartment,10,149,4,1,1,4.1,False,True,True,427000,"188 Place Liberté, Ben Arous, Tunisia",Hay Médina,Good,E,,2023-11-08,2866
Sousse,270,35.84584537810729,10.657702924947069,House,47,161,3,1,0,3.1,False,True,True,556000,"199 Impasse Kantaoui, Sousse, Tunisia",Khezama,Good,C,2012.0,2023-06-01,3453
Mahdia,150,35.50504795202111,11.059841240264218,Apartment,10,82,1,2,3,2.9,True,False,False,174000,"112 Place Abou El Kacem Chebbi, Apt. 16, Mahdia, Tunisia",Quartier Oliveraie,Good,D,,2024-02-06,2122
Ben Arous,600,36.74223471579643,10.251243593659522,Apartment,1,130,3,1,4,4.6,True,False,False,369000,"72 Impasse Farhat Hached, Apt. 30, Ben Arous, Tunisia",,Standard,C,,2022-12-04,2838
Monastir,200,35.75964071522365,10.830191478802385,Apartment,31,127,3,2,1,0.7,False,False,False,314000,"87 Rue Cité Essalem, Apt. 21, Monastir, Tunisia",Skanes,Premium,E,2015.0,2023-10-28,2472
Manouba,400,36.79852751337593,10.08595041451739,House,38,262,5,3,0,3.8,False,True,False,875000,"125 Avenue Liberté, Manouba, Tunisia",,Standard,E,2023.0,2022-02-07,3340
Sidi Bouzid,160,35.03354842936881,9.510739646790782,House,37,174,2,1,0,13.5,False,True,True,188000,"67 Boulevard Mokhtar Attia, Sidi Bouzid, Tunisia",,Good,F,2021.0,2024-02-12,1080
Sidi Bouzid,160,35.01604831534199,9.489727090910176,House,13,120,3,2,0,6.2,False,True,True,202000,"153 Boulevard Hannibal, Sidi Bouzid, Tunisia",Quartier Centre,Premium,C,2022.0,2023-03-22,1683
Kef,120,36.161728607901765,8.697626041499525,Apartment,18,153,1,1,6,12.7,True,False,False,135000,"3 Place Tahar Sfar, Kef, Tunisia",El Jardins,Good,E,,2022-03-14,882
Tunis,634,36.80347814708865,10.182023006567322,Apartment,4,137,2,1,2,3.6,False,True,False,459000,"105 Impasse Lafayette, Apt. 16, Tunis, Tunisia",Manar,Good,B,,2023-01-28,3350
Sfax,330,34.728539620418225,10.751122856543722,Apartment,2,153,2,2,7,5.1,True,False,True,462000,"183 Impasse Abou Hamed El Ghazali, Apt. 2, Sfax, Tunisia",Médina,Standard,B,,2022-03-10,3020
Manouba,400,36.78874835101279,10.087160989192212,House,29,177,3,2,0,4.2,False,True,True,478000,"76 Avenue Farhat Hached, Manouba, Tunisia",,Good,E,2013.0,2022-09-13,2701
Ariana,350,36.885827921969025,10.217835369083625,House,36,230,3,3,0,5.3,False,True,True,840000,"79 Place Ennasr, Ariana, Tunisia",Ghazela,Standard,E,2016.0,2022-05-01,3652
Tunis,634,36.79824391450685,10.185042696813937,Apartment,27,155,4,2,3,5.4,False,False,False,421000,"136 Boulevard El Manar, Apt. 36, Tunis, Tunisia",Le Bardo,Standard,F,2013.0,2023-10-29,2716
Kairouan,150,35.69857976955555,10.074909191132045,Villa,12,227,6,3,0,7.9,False,True,True,1071000,"91 Impasse Ali Belhouane, Kairouan, Tunisia",El Oliveraie,Luxury,E,,2022-06-04,4718
Sousse,270,35.84003417851688,10.657018477639447,Apartment,25,98,2,2,4,2.7,True,False,False,225000,"60 Rue Hammam Sousse, Apt. 21, Sousse, Tunisia",,Standard,C,,2022-05-05,2296
Tunis,634,36.786066286716675,10.164572384301646,Apartment,22,85,2,2,2,1.3,False,False,True,274000,"196 Avenue El Manar, Apt. 31, Tunis, Tunisia",Menzah,Good,C,,2023-04-16,3224
Béja,100,36.748637315138566,9.183577007182016,House,20,186,4,1,0,13.0,False,True,True,372000,"186 Place Hannibal, Béja, Tunisia",Résidence Lac,Luxury,C,,2023-06-25,2000
Ben Arous,600,36.72900983172359,10.216181599938178,Apartment,29,176,4,2,4,4.0,True,True,True,517000,"135 Place El Ghazela, Apt. 7, Ben Arous, Tunisia",Quartier Oliveraie,Luxury,B,,2023-07-01,2938
Sidi Bouzid,160,35.03579718371344,9.495445445551237,House,29,124,4,3,0,10.1,False,True,True,179000,"76 Avenue République, Sidi Bouzid, Tunisia",,Premium,D,2013.0,2023-11-10,1444
Ariana,350,36.87415801890684,10.220371075646273,House,6,166,2,3,0,5.3,False,True,True,802000,"4 Place Borj Louzir, Ariana, Tunisia",Ghazela,Premium,A,,2024-01-10,4831
Sousse,270,35.81387555996919,10.636511005093425,Studio,13,49,0,1,3,0.9,True,False,True,75000,"14 Place Khezama, Apt. 9, Sousse, Tunisia",Médina,Good,E,,2023-07-02,1531
Manouba,400,36.81106617739297,10.092282262972361,Studio,4,65,0,1,0,3.6,False,True,True,74000,"193 Impasse Abou Hamed El Ghazali, Apt. 1, Manouba, Tunisia",El Médina,Good,C,,2024-01-06,1138
Tataouine,100,32.91605809469212,10.474772828159193,Apartment,7,132,2,1,8,7.9,True,False,True,140000,"73 Impasse Kheireddine, Apt. 22, Tataouine, Tunisia",El Jardins,Standard,C,,2023-06-17,1061
Ariana,350,36.880165859333324,10.195516651414712,Apartment,28,116,1,2,1,1.1,False,False,False,261000,"65 Impasse El Ghazela, Apt. 5, Ariana, Tunisia",Ennasr,Basic,D,2017.0,2023-11-21,2250
Manouba,400,36.8145622711342,10.083363052677983,Apartment,12,112,2,1,6,0.6,True,False,True,246000,"126 Rue Charles de Gaulle, Apt. 4, Manouba, Tunisia",Résidence Médina,Good,C,,2024-01-06,2196
Tunis,634,36.80868935351959,10.191248506656073,House,19,183,5,3,0,4.2,False,True,False,1125000,"78 Rue El Manar, Tunis, Tunisia",Médina,Good,F,2019.0,2023-10-04,6148
Medenine,200,33.34065835141933,10.526014258529248,House,8,173,2,2,0,5.0,False,True,False,537000,"31 Place Carthage, Medenine, Tunisia",Quartier Médina,Good,E,,2022-03-30,3104
Gabès,200,33.88696708281238,10.091748685629609,Apartment,24,92,1,1,9,14.5,True,True,True,126000,"107 Place El Ghazela, Apt. 40, Gabès, Tunisia",Cité Palmeraie,Premium,D,,2023-03-21,1370
Ben Arous,600,36.766907601380794,10.211823125579082,Apartment,21,99,1,2,7,4.3,True,True,True,244000,"199 Place Carthage, Apt. 29, Ben Arous, Tunisia",Cité Lac,Standard,D,,2023-10-24,2465
Sousse,270,35.81872579068531,10.62694794751888,Villa,6,184,7,3,0,3.8,False,True,True,2354000,"110 Boulevard Kantaoui, Sousse, Tunisia",,Good,C,2022.0,2022-07-08,12793
Sfax,330,34.73719035475539,10.774388991296437,Villa,19,407,7,3,0,5.2,False,True,True,4041000,"157 Rue Sfax El Jadida, Sfax, Tunisia",Afran,Premium,D,,2023-02-06,9929
Kef,120,36.18180865160817,8.729600722513299,House,44,120,4,1,0,12.1,False,True,True,135000,"54 Avenue El Ghazela, Kef, Tunisia",,Standard,E,,2023-03-09,1125
Jendouba,100,36.504924445156995,8.773203471732877,Villa,4,319,6,3,0,6.0,False,True,True,1498000,"170 Rue Hannibal, Jendouba, Tunisia",,Basic,A,,2023-02-17,4696
Ben Arous,600,36.76879893718418,10.215214483527655,Studio,12,52,0,1,6,0.9,True,False,True,68000,"62 Avenue Liberté, Apt. 11, Ben Arous, Tunisia",Cité Médina,Basic,D,,2023-09-19,1308
Tunis,634,36.79271914898999,10.18172514620274,Apartment,32,126,1,1,2,1.1,False,False,True,343000,"177 Place El Menzah, Apt. 3, Tunis, Tunisia",Médina,Standard,G,,2023-06-05,2722
Medenine,200,33.327942462298104,10.47695435174756,Villa,10,439,4,3,0,2.9,False,True,True,3240000,"74 Boulevard Carthage, Medenine, Tunisia",Quartier Oliveraie,Good,C,,2023-05-03,7380
Medenine,200,33.34731487636494,10.50205469107362,House,13,230,2,2,0,11.8,False,True,False,589000,"117 Rue Ibn Sina, Medenine, Tunisia",Cité Jardins,Good,D,,2022-10-02,2561
Sidi Bouzid,160,35.03557589072466,9.509148425730915,House,7,234,5,2,0,14.9,False,True,False,545000,"60 Boulevard Tahar Haddad, Sidi Bouzid, Tunisia",,Premium,G,,2024-02-14,2329
Manouba,400,36.81295995919814,10.115171578889468,Apartment,6,99,2,1,3,5.3,False,False,True,326000,"151 Avenue Abou Hamed El Ghazali, Apt. 35, Manouba, Tunisia",Résidence Lac,Standard,D,,2022-05-24,3293
Manouba,400,36.79137251181025,10.10046032315647,Studio,11,45,0,1,3,3.3,True,False,False,44000,"166 Avenue Carthage, Manouba, Tunisia",Quartier Palmeraie,Standard,C,,2022-06-14,978
Monastir,200,35.79589898133655,10.830355287863995,Villa,22,416,7,3,0,2.0,False,True,True,4321000,"16 Avenue Farhat Hached, Monastir, Tunisia",Skanes,Basic,D,2010.0,2022-08-31,10387
Medenine,200,33.35080070890635,10.49510217839061,Duplex,7,219,3,2,3,4.5,True,True,True,878000,"153 Place Bardo, Medenine, Tunisia",Hay Lac,Standard,C,,2022-08-22,4009
Medenine,200,33.319522475851855,10.499395014756354,House,20,257,2,2,0,13.8,False,True,True,609000,"32 Impasse Abou El Kacem Chebbi, Medenine, Tunisia",,Standard,E,,2023-06-27,2370
Mahdia,150,35.49932396954195,11.080553009118947,Apartment,22,176,2,2,9,2.3,True,True,False,428000,"78 Impasse Ibn Sina, Mahdia, Tunisia",Quartier Centre,Standard,E,2010.0,2022-10-22,2432
Sidi Bouzid,160,35.02549976511762,9.509136711376755,House,27,139,3,1,0,14.3,False,True,True,164000,"139 Impasse Mongi Slim, Sidi Bouzid, Tunisia",Hay Palmeraie,Standard,D,,2022-11-08,1180
Tunis,634,36.829406905990226,10.168881582153572,Studio,25,30,0,1,7,4.6,False,False,False,36000,"11 Impasse El Manar, Apt. 39, Tunis, Tunisia",Médina,Good,A,2018.0,2022-11-16,1200
Ariana,350,36.854902597773865,10.215377787043694,Apartment,5,136,3,2,1,5.4,False,False,False,377000,"59 Place El Ghazela, Apt. 2, Ariana, Tunisia",Riadh Andalous,Basic,D,,2023-02-14,2772
Medenine,200,33.363231111044804,10.498671955141802,Apartment,14,125,4,1,9,11.3,True,False,False,310000,"173 Boulevard El Ghazela, Apt. 12, Medenine, Tunisia",Hay Médina,Standard,D,,2022-03-12,2480
Kasserine,120,35.16324985228204,8.831704700662577,Studio,23,59,0,1,8,5.5,False,False,True,28000,"133 Impasse Hédi Chaker, Kasserine, Tunisia",Résidence Médina,Premium,B,,2022-04-04,475
Tunis,634,36.815888460318284,10.170173725768748,House,12,119,5,2,0,4.3,False,True,False,647000,"112 Impasse El Manar, Tunis, Tunisia",Lac 2,Good,B,,2023-04-17,5437
Tunis,634,36.818323658730954,10.159082867855732,House,43,163,5,2,0,4.9,False,True,True,708000,"90 Impasse Hédi Chaker, Tunis, Tunisia",La Marsa,Good,E,2011.0,2023-08-05,4344
Sousse,270,35.80196472463822,10.628914385257278,Apartment,14,93,4,1,8,2.1,True,False,False,285000,"42 Boulevard Khezama, Apt. 32, Sousse, Tunisia",Sahloul,Standard,D,2022.0,2024-01-18,3065
Tunis,634,36.799173659603035,10.172281660768357,Apartment,33,170,3,1,2,2.1,False,True,False,768000,"195 Place El Menzah, Apt. 6, Tunis, Tunisia",La Marsa,Standard,D,,2024-02-16,4518
Ariana,350,36.86205098813344,10.18663667911558,House,18,295,5,2,0,5.3,False,True,True,1407000,"30 Impasse Borj Louzir, Ariana, Tunisia",,Standard,D,2012.0,2022-11-21,4769
Kef,120,36.167212895923406,8.70537347745443,House,12,266,2,1,0,4.9,False,True,False,460000,"1 Place Mongi Slim, Kef, Tunisia",,Standard,B,2022.0,2022-11-06,1729
Sousse,270,35.84824521364051,10.630155670849744,Apartment,13,146,1,2,8,3.9,True,False,True,399000,"49 Place Khezama, Apt. 32, Sousse, Tunisia",Sahloul,Standard,C,2021.0,2023-09-01,2733
Sidi Bouzid,160,35.035535638842916,9.489627249497556,House,12,238,2,1,0,9.8,False,True,True,349000,"114 Rue Abou Hamed El Ghazali, Sidi Bouzid, Tunisia",Cité Palmeraie,Good,D,2023.0,2024-01-15,1466
Ben Arous,600,36.77746703842072,10.215380063821788,Apartment,28,175,4,2,6,1.8,False,True,True,455000,"69 Place République, Apt. 19, Ben Arous, Tunisia",Hay Palmeraie,Standard,D,2014.0,2023-01-12,2600
Monastir,200,35.78656410552662,10.836999234677085,House,38,167,3,3,0,3.4,False,True,True,575000,"32 Rue Cité Essalem, Monastir, Tunisia",Centre Ville,Good,G,2015.0,2024-02-02,3443
Ben Arous,600,36.75866622083966,10.207728916981832,Apartment,15,165,3,2,5,4.3,False,False,False,429000,"156 Avenue Abou Hamed El Ghazali, Apt. 20, Ben Arous, Tunisia",Quartier Médina,Basic,F,,2023-04-15,2600
Manouba,400,36.818243613791374,10.075204735551809,Studio,18,56,0,1,7,1.7,True,False,True,59000,"4 Place Tahar Sfar, Apt. 15, Manouba, Tunisia",El Centre,Standard,D,2015.0,2022-03-10,1054
Monastir,200,35.7823071324775,10.838179058861087,Apartment,28,170,1,1,2,4.1,False,False,False,348000,"119 Rue Ibn Khaldoun, Apt. 10, Monastir, Tunisia",Zone Touristique,Good,E,2019.0,2023-11-28,2047
Sidi Bouzid,160,35.023848494530995,9.502881100377138,Apartment,22,145,3,2,6,9.1,True,False,False,132000,"184 Boulevard Hédi Chaker, Apt. 18, Sidi Bouzid, Tunisia",Quartier Médina,Standard,D,2013.0,2022-03-27,910
Gabès,200,33.85791769027665,10.115390643182916,House,23,258,5,2,0,13.8,False,True,False,727000,"124 Impasse Paris, Gabès, Tunisia",Hay Jardins,Good,E,2020.0,2023-03-28,2818
Sidi Bouzid,160,35.03631645253214,9.471679396996581,Duplex,4,179,3,2,0,11.6,False,False,True,337000,"117 Place Carthage, Apt. 13, Sidi Bouzid, Tunisia",El Médina,Good,A,,2024-03-09,1883
Siliana,80,36.0660889072497,9.39806535837912,Apartment,9,77,2,2,2,8.3,False,False,False,67000,"131 Avenue Omar Ibn Al Khattab, Siliana, Tunisia",,Standard,D,2022.0,2022-01-11,870
Tunis,634,36.78513327937906,10.166454670996796,Apartment,3,157,2,1,5,0.7,True,False,False,591000,"88 Place El Menzah, Apt. 1, Tunis, Tunisia",Centre Ville,Good,A,,2022-10-29,3764
Manouba,400,36.80179111737165,10.103011742448055,Penthouse,18,248,3,3,7,2.2,True,True,True,1577000,"186 Boulevard Bardo, Manouba, Tunisia",Hay Oliveraie,Premium,D,2023.0,2023-09-23,6359
Ben Arous,600,36.75554005426381,10.209582174620616,Studio,9,31,0,1,0,4.2,False,False,False,29000,"169 Impasse Kheireddine, Ben Arous, Tunisia",El Jardins,Standard,C,2023.0,2022-09-20,935
Ben Arous,600,36.74278639918691,10.215237588554302,Apartment,11,113,1,1,7,1.3,False,True,True,274000,"138 Impasse Abou El Kacem Chebbi, Apt. 36, Ben Arous, Tunisia",Cité Oliveraie,Basic,E,2023.0,2023-10-22,2425
Tozeur,70,33.90537714272452,8.129057216823998,House,16,252,3,2,0,13.9,False,True,False,538000,"140 Impasse El Ghazela, Tozeur, Tunisia",Hay Palmeraie,Basic,D,2022.0,2023-12-19,2135
Manouba,400,36.81960157262958,10.082872646610861,Villa,17,270,4,2,0,1.7,False,True,True,2077000,"83 Avenue Abou El Kacem Chebbi, Manouba, Tunisia",Résidence Parc,Good,G,,2022-11-13,7693
Medenine,200,33.33323394398515,10.496045871342059,Duplex,7,143,2,3,3,9.1,True,True,False,434000,"62 Place Ibn Sina, Apt. 27, Medenine, Tunisia",El Jardins,Good,B,,2023-10-28,3035
Sidi Bouzid,160,35.06212282647177,9.508533317843952,House,10,270,5,1,0,12.8,False,True,False,431000,"82 Impasse Mohamed V, Sidi Bouzid, Tunisia",Quartier Oliveraie,Basic,D,2023.0,2023-10-12,1596
Sfax,330,34.7556068791376,10.74738294604096,Apartment,33,149,1,1,4,5.3,True,False,False,275000,"99 Avenue Charles de Gaulle, Apt. 3, Sfax, Tunisia",Chihia,Standard,F,2013.0,2022-03-14,1846
Béja,100,36.70400186570458,9.172545206886031,House,3,275,4,1,0,12.7,False,True,True,624000,"129 Place 14 Janvier, Béja, Tunisia",El Parc,Good,A,,2023-01-08,2269
Kairouan,150,35.66643972747169,10.09989629000732,House,18,256,2,2,0,13.8,False,True,True,470000,"26 Impasse Ali Belhouane, Kairouan, Tunisia",,Good,D,2016.0,2022-07-17,1836
Bizerte,150,37.28828639550339,9.891816146943944,House,28,241,3,3,0,1.5,False,True,True,807000,"135 Impasse Ibn Khaldoun, Bizerte, Tunisia",Quartier Palmeraie,Good,D,2014.0,2023-01-31,3349
Ariana,350,36.879743204270525,10.188583778061155,Apartment,3,165,2,2,2,4.2,False,False,True,492000,"105 Avenue Ennasr, Apt. 17, Ariana, Tunisia",El Lac,Good,C,,2022-05-05,2982
Monastir,200,35.78686171717304,10.816841709876211,Apartment,19,103,4,2,5,3.2,True,True,True,352000,"167 Rue Cité Essalem, Monastir, Tunisia",Cité Essalem,Standard,E,2011.0,2022-09-21,3417
Ben Arous,600,36.731345277161765,10.238378263280149,Apartment,27,104,4,2,7,1.7,True,False,True,263000,"137 Impasse Tahar Haddad, Ben Arous, Tunisia",El Lac,Standard,F,2022.0,2022-12-09,2529
Tunis,634,36.781991377628486,10.176959129372925,Studio,12,50,0,1,7,2.4,True,False,False,80000,"125 Place El Ghazela, Apt. 5, Tunis, Tunisia",Médina,Standard,C,,2022-03-15,1600
Sidi Bouzid,160,35.0297689634651,9.495468876925942,Apartment,27,165,2,2,9,9.0,True,False,False,140000,"162 Boulevard Carthage, Sidi Bouzid, Tunisia",,Standard,B,,2023-12-05,848
Ariana,350,36.87581227363802,10.185804731798564,Villa,3,206,4,4,0,3.7,False,True,True,2179000,"26 Rue Paris, Ariana, Tunisia",Cité Jardins,Premium,C,,2023-11-12,10578
Tataouine,100,32.948181350722244,10.440595838025247,Apartment,5,119,4,2,2,7.3,False,False,True,190000,"43 Boulevard Abou El Kacem Chebbi, Tataouine, Tunisia",El Médina,Good,B,2022.0,2023-10-20,1597
Gafsa,120,34.42271631799933,8.795350926350707,House,51,185,2,3,0,7.6,False,True,True,300000,"84 Rue Mohamed V, Gafsa, Tunisia",,Good,E,,2023-07-09,1622
Medenine,200,33.34954601146124,10.52586842361561,Duplex,4,142,2,3,4,7.2,True,False,True,517000,"92 Boulevard Bardo, Apt. 16, Medenine, Tunisia",,Standard,D,,2024-02-10,3641
Manouba,400,36.79565805121079,10.10511589567698,Penthouse,9,132,2,3,9,1.4,False,True,True,1086000,"106 Place Mongi Slim, Apt. 12, Manouba, Tunisia",Résidence Lac,Premium,C,,2022-08-12,8227
Tunis,634,36.81198409541379,10.202254922724501,Villa,19,338,6,3,0,3.1,False,True,True,3871000,"157 Impasse La Marsa, Tunis, Tunisia",Hay Médina,Standard,F,2023.0,2022-03-17,11453
Tataouine,100,32.915418107082246,10.463489908179348,Apartment,13,86,2,2,4,12.6,True,False,False,89000,"175 Avenue Omar Ibn Al Khattab, Apt. 38, Tataouine, Tunisia",Résidence Médina,Premium,C,,2022-08-23,1035
